time_step,bus_voltages,bus_angles,load_p,load_q,gen_p,gen_q,mean_bus_voltage,mean_bus_angle,sum_load_p,sum_load_q,sum_gen_p,sum_gen_q
836,"[1.06, 1.0450000000000002, 1.0099999999999998, 1.0400813872224424, 1.0391501550389675, 1.0699999999999996, 1.086100529418071, 1.0899999999999999, 1.095567715875514, 1.0910662662961543, 1.0807548935279052, 1.0718946594453498, 1.0736611312387192, 1.0860083996853436]","[0.0, 1.369942256283324, 1.7989813872608151, 1.126533941164445, 1.104856549557943, 1.2993837530915737, 1.01484635393688, 1.01484635393688, 0.9578127856227049, 1.0034012257786948, 1.134306628538624, 1.2892005630729924, 1.2392347086895772, 1.0740379580114459]","[2.8048963788999673e-07, 1.2176093958174057e-06, 6.178527507438631e-07, 9.823600221032154e-08, 1.4476884536257863e-07, 3.813107980532214e-07, 1.1633210788064356e-07, 4.5240264175805756e-08, 7.88473175635473e-08, 1.7449816182096565e-07, 1.9259426749128755e-07]","[1.641575300093525e-07, 2.4559000552580394e-07, -5.041058008161229e-08, 2.068126362322554e-08, 9.694342323386968e-08, 2.14568110090965e-07, 7.496958063419264e-08, 2.326642157612878e-08, 2.068126362322554e-08, 7.496958063419264e-08, 6.462894882257982e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117411947402537, -38.485601432381834, -27.88907122429114, 2.412956533807739]",1.067091795553462,1.1019560332104217,3.347779549009637e-06,9.500455476919238e-07,40.0,-87.07912807026777
837,"[1.06, 1.045, 1.0099999999999998, 1.0400813871969774, 1.0391501550190305, 1.07, 1.0861005293870563, 1.09, 1.0955677158226367, 1.0910662662415829, 1.0807548934949844, 1.0718946594209027, 1.0736611312050701, 1.0860083996147227]","[0.0, 1.3699422470072713, 1.7989813657893348, 1.1265339242292307, 1.1048565349269424, 1.299383730168866, 1.0148463326494053, 1.014846332649405, 0.9578127621113827, 1.0034012019748357, 1.1343066049943895, 1.2892005388823167, 1.2392346844500566, 1.0740379327691063]","[3.1389369970146603e-07, 1.3626168899483e-06, 6.914340481903253e-07, 1.0993512063277162e-07, 1.620096514588208e-07, 4.2672184982457364e-07, 1.3018632706512388e-07, 5.062801608088143e-08, 8.823739945525063e-08, 1.9527949059768616e-07, 2.155306970300383e-07]","[1.8370737263634138e-07, 2.7483780158192917e-07, -5.641407506155377e-08, 2.314423592268871e-08, 1.084886058876033e-07, 2.401214476978954e-07, 8.389785521974664e-08, 2.603726541302485e-08, 2.314423592268871e-08, 8.389785521974664e-08, 7.232573725840223e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117411887805446, -38.485601349323346, -27.889071173636143, 2.4129565529995514]",1.067091795528783,1.1019560137573245,3.746473189985238e-06,1.0631883376985133e-06,40.0,-87.07912785776539
838,"[1.06, 1.0450000000000002, 1.0100000000000005, 1.0400813871355739, 1.0391501549709565, 1.0700000000000003, 1.0861005293122712, 1.0900000000000003, 1.095567715695135, 1.091066266109995, 1.0807548934156035, 1.071894659361953, 1.0736611311239312, 1.0860083994444354]","[0.0, 1.3699422246401733, 1.7989813140157358, 1.1265338833938394, 1.1048564996476375, 1.2993836748960268, 1.014846281319533, 1.014846281319533, 0.9578127054192104, 1.0034011445772921, 1.1343065482228836, 1.2892004805520763, 1.2392346260020422, 1.0740378719030126]","[3.9444000738289897e-07, 1.7122695251368248e-06, 8.688586337743111e-07, 1.3814488737834263e-07, 2.03581939294399e-07, 5.362202865343558e-07, 1.635926297901421e-07, 6.361935602949959e-08, 1.108794490799852e-07, 2.4538894468521353e-07, 2.7083668709701286e-07]","[2.3084737759275593e-07, 3.453622184458567e-07, -7.089013957572834e-08, 2.9083134184914174e-08, 1.3632719149178514e-07, 3.017375171684846e-07, 1.0542636142031395e-07, 3.271852595802851e-08, 2.9083134184914174e-08, 1.0542636142031395e-07, 9.088479432785681e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117411744097932, -38.485601149045955, -27.889071051492696, 2.412956599276054]",1.0670917954692754,1.1019559668506427,4.707832346182985e-06,1.3360064766194953e-06,40.0,-87.07912734536052
839,"[1.06, 1.045, 1.01, 1.040081387068129, 1.0391501549181525, 1.0700000000000005, 1.086100529230127, 1.09, 1.095567715555087, 1.0910662659654593, 1.0807548933284123, 1.071894659297203, 1.073661131034809, 1.0860083992573923]","[0.0, 1.3699422000722745, 1.798981257147904, 1.1265338385404597, 1.1048564608970293, 1.2993836141846056, 1.0148462249390804, 1.0148462249390804, 0.9578126431488395, 1.0034010815321497, 1.1343064858653573, 1.2892004164824125, 1.2392345618030152, 1.0740378050480013]","[4.829116719165828e-07, 2.0963262439881158e-06, 1.0637409178623333e-06, 1.6913035514129182e-07, 2.4924473389242924e-07, 6.564928258773821e-07, 2.0028594687784498e-07, 7.788897934138402e-08, 1.3574936399498382e-07, 3.004289203167679e-07, 3.315845120533209e-07]","[2.826257250387366e-07, 4.228258878532297e-07, -8.67905769803996e-08, 3.5606390556061354e-08, 1.6690495573153754e-07, 3.694163020191366e-07, 1.2907316576572252e-07, 4.0057189375569105e-08, 3.5606390556061354e-08, 1.2907316576572252e-07, 1.1126997048769177e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.117411586250793, -38.48560092906349, -27.889070917330972, 2.412956650106029]",1.0670917954039125,1.1019559153285863,5.763784471262436e-06,1.6356685661690694e-06,40.0,-87.07912678253922
840,"[1.06, 1.0449999999999997, 1.0099999999999998, 1.0400813869990169, 1.0391501548640436, 1.0700000000000005, 1.0861005291459527, 1.0899999999999999, 1.0955677154115777, 1.0910662658173513, 1.080754893239065, 1.0718946592308523, 1.0736611309434836, 1.0860083990657259]","[0.0, 1.369942174897017, 1.7989811988741804, 1.1265337925782173, 1.1048564211884289, 1.2993835519722987, 1.0148461671647895, 1.0148461671647897, 0.9578125793390189, 1.0034010169283958, 1.1343064219662295, 1.2892003508288523, 1.2392344960168924, 1.0740377365402092]","[5.735704915790407e-07, 2.489877433490583e-06, 1.2634409906671944e-06, 2.008818311521066e-07, 2.9603638275047193e-07, 7.797386867088342e-07, 2.3788637899591501e-07, 9.251136960952234e-08, 1.6123410131945352e-07, 3.5682956849387306e-07, 3.9383411633768125e-07]","[3.3568411258312425e-07, 5.022045778802667e-07, -1.0308409756489664e-07, 4.229091182149603e-08, 1.9823864916326259e-07, 4.387682101480214e-07, 1.5330455535292325e-07, 4.757727579918313e-08, 4.229091182149603e-08, 1.5330455535292325e-07, 1.3215909944217513e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.117411424503658, -38.48560070364199, -27.889070779853075, 2.4129567021920657]",1.0670917953369334,1.1019558625328085,6.845841351104677e-06,1.942738761799975e-06,40.0,-87.07912620580666
841,"[1.06, 1.0449999999999997, 1.01, 1.0400813869637087, 1.0391501548364002, 1.0700000000000003, 1.0861005291029502, 1.09, 1.0955677153382621, 1.0910662657416856, 1.0807548931934194, 1.0718946591969554, 1.0736611308968274, 1.086008398967808]","[0.0, 1.3699421620355865, 1.798981169103569, 1.1265337690972357, 1.1048564009022812, 1.2993835201895634, 1.0148461376493223, 1.0148461376493223, 0.9578125467401475, 1.0034009839239324, 1.1343063893217409, 1.289200317288056, 1.2392344624083738, 1.0740377015412546]","[6.198858690957258e-07, 2.6909331275952714e-06, 1.3654628821555605e-06, 2.17102885028918e-07, 3.1994109372682546e-07, 8.427019879411941e-07, 2.5709552174477055e-07, 9.998159178963282e-08, 1.7425363140478895e-07, 3.856432826171564e-07, 4.2563591933300874e-07]","[3.627903473509537e-07, 5.427572125722952e-07, -1.1140805942273406e-07, 4.570587053240368e-08, 2.142462681206422e-07, 4.7419840677368835e-07, 1.656837806799635e-07, 5.1419104348954247e-08, 4.570587053240368e-08, 1.656837806799635e-07, 1.4283084541376155e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.117411341869005, -38.4856005884799, -27.88907070961869, 2.4129567288018254]",1.0670917953027155,1.101955835560742,7.398637792432852e-06,2.0996134275822956e-06,40.0,-87.07912591116576
842,"[1.06, 1.045, 1.01, 1.040081386888408, 1.039150154777446, 1.0700000000000003, 1.0861005290112384, 1.0899999999999999, 1.0955677151819028, 1.0910662655803154, 1.0807548930960718, 1.0718946591246632, 1.0736611307973247, 1.0860083987589793]","[0.0, 1.3699421346060927, 1.7989811056119236, 1.1265337190194595, 1.1048563576381123, 1.2993834524066445, 1.0148460747018198, 1.0148460747018198, 0.95781247721668, 1.0034009135354405, 1.1343063197009724, 1.2892002457557445, 1.2392343907316345, 1.0740376268991558]","[7.186624462680458e-07, 3.1197236146751122e-06, 1.5830444668945876e-06, 2.5169744661922366e-07, 3.7092255291253886e-07, 9.769835099035645e-07, 2.980627657332903e-07, 1.1591329778516823e-07, 2.0202031899700788e-07, 4.470941485999361e-07, 4.934594677140025e-07]","[4.205996805347537e-07, 6.292436165480593e-07, -1.291605318177593e-07, 5.298893613036275e-08, 2.483856381110753e-07, 5.497602123525137e-07, 1.9208489347256513e-07, 5.961255314665821e-08, 5.298893613036275e-08, 1.9208489347256513e-07, 1.6559042540738364e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.11741116563623, -38.485600342874044, -27.889070559830564, 2.412956785552014]",1.0670917952297392,1.1019557780375355,8.577584036102477e-06,2.43417925348854e-06,40.0,-87.07912528278882
843,"[1.06, 1.045, 1.01, 1.040081386871168, 1.0391501547639486, 1.0699999999999998, 1.0861005289902417, 1.0900000000000003, 1.095567715146104, 1.0910662655433698, 1.0807548930737845, 1.071894659108112, 1.0736611307745436, 1.086008398711168]","[0.0, 1.3699421283261144, 1.79898109107553, 1.1265337075541726, 1.104856347732797, 1.2993834368877832, 1.014846060290017, 1.014846060290017, 0.9578124612993146, 1.003400897420028, 1.1343063037613261, 1.2892002293784577, 1.239234374321279, 1.0740376098098796]","[7.412773365594426e-07, 3.217895166078318e-06, 1.6328597551862355e-06, 2.596178690254271e-07, 3.8259475435325967e-07, 1.007727254769749e-06, 3.074422133195838e-07, 1.195608607353935e-07, 2.0837750013882905e-07, 4.611633199793764e-07, 5.089876642735328e-07]","[4.3383512323985677e-07, 6.49044672563568e-07, -1.3322495910515317e-07, 5.4656393479037153e-08, 2.562018444329866e-07, 5.670600823450107e-07, 1.9812942636150985e-07, 6.148844266391692e-08, 5.4656393479037153e-08, 1.9812942636150985e-07, 1.7080122962199117e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.117411125288363, -38.485600286642494, -27.88907052553777, 2.41295679854508]",1.0670917952130314,1.1019557648676224,8.847503694419146e-06,2.5107780754432713e-06,40.0,-87.07912513892354
844,"[1.06, 1.045, 1.01, 1.0400813868874026, 1.0391501547766588, 1.07, 1.086100529010014, 1.09, 1.095567715179815, 1.0910662655781609, 1.0807548930947721, 1.0718946591236982, 1.0736611307959962, 1.086008398756191]","[0.0, 1.3699421342398532, 1.7989811047641833, 1.1265337183508248, 1.104856357060452, 1.299383451501615, 1.0148460738613474, 1.0148460738613474, 0.9578124762884049, 1.0034009125956138, 1.1343063187713978, 1.2892002448006532, 1.23923438977461, 1.0740376259025428]","[7.199813170420166e-07, 3.1254488509381556e-06, 1.5859496292446245e-06, 2.521593552773885e-07, 3.716032604087818e-07, 9.787764448267043e-07, 2.986097628284855e-07, 1.1612601887774415e-07, 2.023910614726402e-07, 4.479146442427289e-07, 4.943650517938257e-07]","[4.2137155421352916e-07, 6.303983881934714e-07, -1.293975638923439e-07, 5.308618005839745e-08, 2.48841469023738e-07, 5.507691181058738e-07, 1.9243740271169092e-07, 5.972195256569725e-08, 5.308618005839745e-08, 1.9243740271169092e-07, 1.658943126824921e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.117411163283244, -38.485600339594455, -27.88907055783109, 2.412956786309831]",1.0670917952287649,1.1019557772694888,8.593325396953096e-06,2.438646396432635e-06,40.0,-87.07912527439895
845,"[1.06, 1.045, 1.01, 1.0400813868976542, 1.0391501547846849, 1.0700000000000003, 1.0861005290224994, 1.09, 1.0955677152011012, 1.091066265600129, 1.080754893108025, 1.0718946591335403, 1.0736611308095427, 1.086008398784621]","[0.0, 1.3699421379741181, 1.798981113407971, 1.126533725168437, 1.1048563629504582, 1.2993834607296286, 1.014846082431051, 1.014846082431051, 0.9578124857533642, 1.0034009221783426, 1.1343063282496144, 1.2892002545391166, 1.2392343995327315, 1.0740376360643509]","[7.065338154661886e-07, 3.067073060687326e-06, 1.5563279437457959e-06, 2.474496312231814e-07, 3.6466261443416086e-07, 9.604952790899795e-07, 2.9303245802745085e-07, 1.1395706701067513e-07, 1.986108882186056e-07, 4.3954868704117686e-07, 4.85131513845446e-07]","[4.135013574387358e-07, 6.186240780579538e-07, -1.2698073181189553e-07, 5.2094659204880175e-08, 2.441937150228758e-07, 5.404820892506321e-07, 1.888431396176908e-07, 5.8606491605490315e-08, 5.2094659204880175e-08, 1.888431396176908e-07, 1.627958100152506e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.117411187276325, -38.48560037303152, -27.889070578223432, 2.41295677858394]",1.0670917952387,1.1019557851007311,8.432822958789987e-06,2.393098407224185e-06,40.0,-87.07912535994734
846,"[1.06, 1.0450000000000002, 1.01, 1.040081386802494, 1.0391501547101825, 1.0700000000000003, 1.0861005289066012, 1.0900000000000005, 1.0955677150035055, 1.0910662653962016, 1.0807548929850042, 1.0718946590421827, 1.073661130683798, 1.0860083985207183]","[0.0, 1.3699421033107804, 1.7989810331719966, 1.1265336618839263, 1.1048563082764724, 1.299383375070721, 1.0148460028827624, 1.0148460028827624, 0.957812397894872, 1.0034008332267035, 1.1343062402681687, 1.2892001641420048, 1.2392343089530997, 1.0740375417373194]","[8.313602474501775e-07, 3.608946327640863e-06, 1.8312912363188216e-06, 2.911676442682651e-07, 4.29089159974284e-07, 1.1301901981465543e-06, 3.448037892650498e-07, 1.3409036249196356e-07, 2.3370034605742266e-07, 5.172056838975754e-07, 5.708418288943598e-07]","[4.865564581851254e-07, 7.27919110670663e-07, -1.4941497534818844e-07, 6.129845142489776e-08, 2.873364910542083e-07, 6.359714335333147e-07, 2.2220688641525463e-07, 6.896075785301014e-08, 6.129845142489776e-08, 2.2220688641525463e-07, 1.9155766070280561e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.117410964565657, -38.48560006265302, -27.889070388931938, 2.4129568503010184]",1.067091795146478,1.1019557124072563,9.922686824405337e-06,2.815897612331243e-06,40.0,-87.0791245658496
847,"[1.06, 1.0449999999999997, 1.0099999999999998, 1.040081386878054, 1.0391501547693394, 1.0699999999999998, 1.0861005289986276, 1.09, 1.095567715160402, 1.0910662655581254, 1.080754893082686, 1.0718946591147227, 1.0736611307836423, 1.0860083987302642]","[0.0, 1.3699421308344486, 1.7989810968816193, 1.1265337121336116, 1.1048563516891539, 1.2993834430862803, 1.0148460660463443, 1.0148460660463439, 0.9578124676569885, 1.003400903856805, 1.1343063101278994, 1.2892002359198231, 1.2392343808758508, 1.0740376166356291]","[7.322445638009468e-07, 3.178683774656645e-06, 1.612962679708996e-06, 2.564543172759078e-07, 3.779326780908102e-07, 9.954476788999043e-07, 3.0369590203725834e-07, 1.1810396190337803e-07, 2.058383336030307e-07, 4.5554385305588815e-07, 5.027854378172384e-07]","[4.285486617636864e-07, 6.411357931897697e-07, -1.316015575494788e-07, 5.3990382584401506e-08, 2.530799183643821e-07, 5.60150219313166e-07, 1.9571513686845567e-07, 6.073918040745184e-08, 5.3990382584401506e-08, 1.9571513686845567e-07, 1.687199455762548e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.117411141403828, -38.48560030910255, -27.889070539234552, 2.412956793355594]",1.0670917952197045,1.1019557701279141,8.739693180850004e-06,2.480183199970946e-06,40.0,-87.07912519638535
848,"[1.06, 1.0450000000000002, 1.0100000000000002, 1.0400813871281658, 1.0391501549651565, 1.0700000000000003, 1.086100529303248, 1.0899999999999999, 1.0955677156797512, 1.091066266094118, 1.0807548934060263, 1.0718946593548406, 1.0736611311141417, 1.0860083994238903]","[0.0, 1.3699422219415849, 1.7989813077692556, 1.1265338784670498, 1.1048564953911875, 1.2993836682273425, 1.014846275126588, 1.0148462751265879, 0.9578126985793056, 1.003401137652287, 1.1343065413733975, 1.2892004735145104, 1.23923461895027, 1.0740378645595108]","[4.041579229988721e-07, 1.7544551311748275e-06, 8.902649179422149e-07, 1.4154839699499676e-07, 2.0859763767683664e-07, 5.494312778095264e-07, 1.6762310170460096e-07, 6.518676177401137e-08, 1.1361121337756289e-07, 2.514346525569018e-07, 2.775093572665058e-07]","[2.3653482129427003e-07, 3.5387099248749206e-07, -7.263667740532718e-08, 2.9799662525262402e-08, 1.3968591808716754e-07, 3.0917149869959764e-07, 1.0802377665407634e-07, 3.352462034092028e-08, 2.9799662525262402e-08, 1.0802377665407634e-07, 9.312394539144507e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117411726760043, -38.48560112488272, -27.889071036755844, 2.412956604859298]",1.067091795462096,1.1019559611913485,4.8238203712768576e-06,1.368921997254243e-06,40.0,-87.07912728353931
849,"[1.06, 1.045, 1.01, 1.040081387041099, 1.0391501548969906, 1.0700000000000005, 1.0861005291972066, 1.09, 1.0955677154989611, 1.0910662659075354, 1.0807548932934687, 1.0718946592712535, 1.0736611309990922, 1.0860083991824332]","[0.0, 1.3699421902264224, 1.7989812343574891, 1.1265338205649849, 1.104856445367301, 1.299383589853856, 1.0148462023440008, 1.0148462023440006, 0.9578126181933087, 1.0034010562661164, 1.1343064608749065, 1.2892003908058243, 1.2392345360745762, 1.0740377782551247]","[5.183676558891926e-07, 2.2502411605881084e-06, 1.1418421175808008e-06, 1.8154811911326574e-07, 2.675445965879697e-07, 7.04693357084386e-07, 2.1499119368676146e-07, 8.360768643374042e-08, 1.45716253498805e-07, 3.224867905301426e-07, 3.559298651036381e-07]","[3.033764622024298e-07, 4.5387029778316454e-07, -9.316285059759675e-08, 3.822065665542427e-08, 1.791593280723013e-07, 3.965393128000271e-07, 1.3854988037591314e-07, 4.2998238737352407e-08, 3.822065665542427e-08, 1.3854988037591314e-07, 1.1943955204820092e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.11741152299187, -38.48560084090255, -27.889070863563866, 2.4129566704767953]",1.067091795377717,1.1019558946805652,6.186968796096811e-06,1.7557614151085541e-06,40.0,-87.07912655698149
850,"[1.06, 1.0450000000000002, 1.01, 1.0400813870777088, 1.0391501549256532, 1.0699999999999998, 1.0861005292417951, 1.0900000000000003, 1.0955677155749797, 1.091066265985989, 1.0807548933407967, 1.0718946593064003, 1.0736611310474677, 1.0860083992839602]","[0.0, 1.3699422035618953, 1.7989812652254036, 1.126533844911423, 1.1048564664011558, 1.299383622808047, 1.0148462329473449, 1.0148462329473449, 0.9578126519937056, 1.0034010904870656, 1.1343064947226065, 1.2892004255828604, 1.2392345709218346, 1.0740378145440637]","[4.7034514556922455e-07, 2.0417747793834545e-06, 1.036059813742346e-06, 1.6472917540673314e-07, 2.4275878480992175e-07, 6.394092992761346e-07, 1.950740235079729e-07, 7.586212025310044e-08, 1.3221683815540386e-07, 2.9261103526195973e-07, 3.2295588336319933e-07]","[2.7527112206125043e-07, 4.1182293851683304e-07, -8.453207685345504e-08, 3.467982640141742e-08, 1.6256168625664418e-07, 3.5980319891470594e-07, 1.2571437070513828e-07, 3.901480470159469e-08, 3.467982640141742e-08, 1.2571437070513828e-07, 1.083744575044295e-07]","[40.0, 0.0, 0.0, 0.0]","[-23.11741160867222, -38.48560096030981, -27.889070936388016, 2.4129566428860247]",1.0670917954131967,1.1019559226467677,5.613796898729451e-06,1.5931045253151143e-06,40.0,-87.07912686248402
851,"[1.06, 1.0449999999999995, 1.0100000000000002, 1.0400813871840402, 1.0391501550089017, 1.0699999999999998, 1.0861005293712995, 1.0899999999999999, 1.0955677157957733, 1.0910662662138586, 1.0807548934782598, 1.0718946594084828, 1.073661131187975, 1.0860083995788457]","[0.0, 1.3699422422949252, 1.7989813548815525, 1.1265339156259497, 1.1048565274942277, 1.299383718523857, 1.0148463218351236, 1.0148463218351236, 0.9578127501673602, 1.0034011898822064, 1.13430659303364, 1.2892005265931634, 1.2392346721360952, 1.074037919945709]","[3.308633738426988e-07, 1.4362824799991812e-06, 7.288142520590315e-07, 1.1587841664536924e-07, 1.7076819295106992e-07, 4.4979122250505117e-07, 1.3722444076425265e-07, 5.336506029720927e-08, 9.300767651799347e-08, 2.0583666114637924e-07, 2.2718268526526255e-07]","[1.9363893307844526e-07, 2.896960416134232e-07, -5.946392433117623e-08, 2.4395456135867146e-08, 1.1435370063687727e-07, 2.531028574096218e-07, 8.843352849251851e-08, 2.7444888152850605e-08, 2.4395456135867146e-08, 8.843352849251851e-08, 7.623580042458488e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117411857529735, -38.48560130712743, -27.88907114790221, 2.4129565627495744]",1.0670917955162456,1.101956003874924,3.949014461993499e-06,1.1206662662413982e-06,40.0,-87.07912774980981
852,"[1.06, 1.0449999999999997, 1.01, 1.0400813872027839, 1.0391501550235764, 1.0700000000000005, 1.086100529394128, 1.0900000000000003, 1.0955677158346933, 1.091066266254026, 1.0807548935024913, 1.071894659426477, 1.0736611312127422, 1.086008399630825]","[0.0, 1.3699422491222115, 1.7989813706848283, 1.126533928090448, 1.1048565382627986, 1.2993837353952309, 1.014846337502931, 1.014846337502931, 0.957812767471942, 1.0034012074020908, 1.1343066103624437, 1.2892005443977825, 1.2392346899766653, 1.0740379385243488]","[3.062775554497055e-07, 1.3295551024590907e-06, 6.746574723730833e-07, 1.0726771527270799e-07, 1.580787382966218e-07, 4.1636810533485295e-07, 1.270275575597854e-07, 4.939960571769424e-08, 8.609645567941012e-08, 1.9054133633967838e-07, 2.103011786267557e-07]","[1.792499978899193e-07, 2.681692881817701e-07, -5.504527494257375e-08, 2.2582676899517415e-08, 1.0585629796648791e-07, 2.3429527283249334e-07, 8.186220376075073e-08, 2.5405511511957155e-08, 2.2582676899517415e-08, 8.186220376075073e-08, 7.057086531099198e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117411901394906, -38.48560136826052, -27.88907118518524, 2.4129565486238977]",1.0670917955344101,1.101956018192618,3.655570823109386e-06,1.0373917200715824e-06,40.0,-87.07912790621677
853,"[1.06, 1.045, 1.0100000000000005, 1.0400813871369223, 1.0391501549720126, 1.07, 1.0861005293139132, 1.0899999999999996, 1.0955677156979349, 1.0910662661128854, 1.0807548934173472, 1.071894659363248, 1.0736611311257132, 1.0860083994481753]","[0.0, 1.3699422251314721, 1.7989813151529532, 1.1265338842907966, 1.1048565004225475, 1.2993836761100828, 1.014846282447007, 1.014846282447007, 0.9578127066644696, 1.0034011458380483, 1.134306549469866, 1.2892004818332756, 1.2392346272858399, 1.0740378732399372]","[3.9267078954055307e-07, 1.7045893260239683e-06, 8.649614626745813e-07, 1.375252534796408e-07, 2.0266879460157526e-07, 5.338151286380788e-07, 1.6285885280483732e-07, 6.333399831299218e-08, 1.1038211134550086e-07, 2.442882792072563e-07, 2.696218785324527e-07]","[2.298119367357147e-07, 3.438131336991021e-07, -7.057216954876293e-08, 2.89526849430822e-08, 1.3571571067069784e-07, 3.0038410628447804e-07, 1.049534829186731e-07, 3.2571770560967556e-08, 2.89526849430822e-08, 1.049534829186731e-07, 9.047714044713194e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117411747255527, -38.485601153444925, -27.889071054175435, 2.412956598259729]",1.0670917954705823,1.1019559678809503,4.6867158751614365e-06,1.33001396457284e-06,40.0,-87.07912735661615
854,"[1.06, 1.0450000000000002, 1.0100000000000002, 1.0400813871862373, 1.0391501550106224, 1.07, 1.0861005293739756, 1.09, 1.0955677158003354, 1.091066266218567, 1.0807548934811002, 1.0718946594105916, 1.073661131190878, 1.0860083995849377]","[0.0, 1.369942243095034, 1.7989813567336057, 1.1265339170866968, 1.1048565287562229, 1.2993837205010605, 1.0148463236712735, 1.014846323671274, 0.9578127521953272, 1.0034011919353987, 1.1343065950644426, 1.2892005286797403, 1.2392346742268854, 1.074037922122992]","[3.2798204806180304e-07, 1.423774604950316e-06, 7.224673685416666e-07, 1.1486928872210621e-07, 1.6928105706415596e-07, 4.4587421280291173e-07, 1.360294208551254e-07, 5.2900330332548665e-08, 9.219771857958498e-08, 2.0404413128268832e-07, 2.252042634157074e-07]","[1.9195262720667678e-07, 2.8717322180526563e-07, -5.8946082370554405e-08, 2.4183008152022295e-08, 1.1335785071260454e-07, 2.508987095772315e-07, 8.766340455108094e-08, 2.7205884171025152e-08, 2.4183008152022295e-08, 8.766340455108094e-08, 7.557190047506974e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117411862669314, -38.485601314292765, -27.889071152272567, 2.4129565610936616]",1.0670917955183747,1.101956005552854,3.914624444608614e-06,1.1109069369835253e-06,40.0,-87.07912776814098
855,"[1.06, 1.045, 1.01, 1.0400813872408026, 1.0391501550533417, 1.0700000000000003, 1.0861005294404322, 1.09, 1.095567715913638, 1.0910662663355004, 1.080754893551641, 1.0718946594629768, 1.0736611312629805, 1.0860083997362617]","[0.0, 1.3699422629713784, 1.7989814027418078, 1.1265339533747623, 1.104856560106915, 1.299383769618854, 1.0148463692851808, 1.0148463692851803, 0.9578128025744014, 1.0034012429413017, 1.134306645514024, 1.2892005805144648, 1.2392347261662773, 1.0740379762111978]","[2.5640518199521897e-07, 1.1130584398133472e-06, 5.648003548097443e-07, 8.980089323334865e-08, 1.3233815844914493e-07, 3.4856925662944496e-07, 1.0634316303949152e-07, 4.1355674515357733e-08, 7.207703272676647e-08, 1.5951474455923747e-07, 1.7605701436538026e-07]","[1.5006201895572678e-07, 2.2450223308337169e-07, -4.6082037317113046e-08, 1.8905451207020716e-08, 8.861930253290963e-08, 1.961440562728401e-07, 6.853226062545019e-08, 2.1268632607898363e-08, 1.8905451207020716e-08, 6.853226062545019e-08, 5.907953502193979e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117411990373284, -38.485601492267115, -27.88907126081244, 2.4129565199710434]",1.0670917955712553,1.1019560472361245,3.060319914136482e-06,8.684691648225151e-07,40.0,-87.07912822348179
856,"[1.06, 1.045, 1.01, 1.0400813873460135, 1.0391501551357138, 1.0700000000000005, 1.0861005295685726, 1.0899999999999996, 1.0955677161321056, 1.0910662665609692, 1.0807548936876565, 1.071894659563984, 1.073661131402007, 1.0860084000280397]","[0.0, 1.3699423012960996, 1.7989814914528566, 1.1265340233438321, 1.1048566205559571, 1.2993838643256812, 1.0148464572359277, 1.0148464572359277, 0.9578128997131355, 1.003401341288648, 1.134306742788709, 1.289200680459984, 1.2392348263135944, 1.074038080501736]","[1.1839372307034992e-07, 5.139487886279708e-07, 2.6079354667109303e-07, 4.1465082734316136e-08, 6.110643771372884e-08, 1.609499921924111e-07, 4.910338744853212e-08, 1.9095761785540232e-08, 3.328118482622733e-08, 7.365508117279828e-08, 8.129338588701423e-08]","[6.929033562181749e-08, 1.0366270683579036e-07, -2.1278134561030612e-08, 8.729491101961268e-09, 4.0919489540443454e-08, 9.056847018284823e-08, 3.164440524460964e-08, 9.820677489706452e-09, 8.729491101961268e-09, 3.164440524460964e-08, 2.7279659693628985e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117412236607297, -38.4856018354296, -27.88907147009789, 2.412956440678707]",1.0670917956732187,1.1019561276080065,1.413086372129982e-06,4.0101099749634615e-07,40.0,-87.07912910145608
